precinct_id,GEOID,democratic_votes,republican_votes,total_votes
1415,45055-Rabon's Crossroads,359,1250,1627
1416,45055-Riverdale,328,103,442
1417,45055-Salt Pond,272,764,1049
1418,45055-Shaylor's Hill,272,446,724
1419,45055-Springdale,756,898,1679
1420,45055-Westville,271,943,1218
1421,45055-White's Gardens,383,808,1205
1422,45057-521 North,341,718,1069
1423,45057-Antioch,128,490,621
1424,45057-Black Horse Run,1485,2168,3711
1425,45057-Buford,248,1297,1559
1426,45057-Camp Creek,104,562,670
1427,45057-Carmel,132,287,423
1428,45057-Chesterfield Ave,573,182,773
1429,45057-College Park,430,794,1235
1430,45057-Douglas,804,1228,2057
1431,45057-Elgin,317,643,970
1432,45057-Erwin Farm,545,593,1148
1433,45057-Flat Creek,70,569,646
1434,45057-Gold Hill,554,1009,1579
1435,45057-Harrisburg,1476,1980,3513
1436,45057-Heath Springs,303,569,877
1437,45057-Hyde Park,517,972,1498
1438,45057-Jim Wilson,866,1254,2146
1439,45057-Kershaw North,332,764,1112
1440,45057-Kershaw South,189,898,1103
1441,45057-Lake House,991,1289,2298
1442,45057-Lancaster East,774,558,1352
1443,45057-Lynwood Drive,629,1007,1655
1444,45057-Osceola,1215,1599,2850
1445,45057-Pleasant Hill,283,726,1024
1446,45057-Pleasant Valley,1420,1763,3227
1447,45057-Possum Hollow,920,1388,2342
1448,45057-Rich Hill,135,807,944
1449,45057-River Road,831,1335,2190
1450,45057-Riverside,243,300,549
1451,45057-Shelley Mullis,616,863,1502
1452,45057-Springdale,541,545,1111
1453,45057-The Lodge,1055,1368,2443
1454,45057-Tradesville,131,881,1018
1455,45057-Unity,213,762,984
1456,45057-University,306,574,895
1457,45057-Van Wyck,329,724,1071
1458,45059-Bailey,239,524,776
1459,45059-Barksdale-Narnie,200,549,757
1460,45059-Brewerton-Princeton,47,534,583
1461,45059-Clinton 1,332,546,887
1462,45059-Clinton 2,379,504,901
1463,45059-Clinton 3,296,845,1150
1464,45059-Clinton Mill,420,268,700
1465,45059-Cooks,331,966,1316
1466,45059-Cross Hill,376,907,1293
1467,45059-Ekom,75,436,513
1468,45059-Gray Court,294,643,950
1469,45059-Greenpond,218,1039,1266
1470,45059-Hickory Tavern,275,1581,1873
1471,45059-Joanna,228,947,1188
1472,45059-Jones,881,1582,2493
1473,45059-Laurens 1,222,161,388
1474,45059-Laurens 2,156,69,229
1475,45059-Laurens 3,235,243,486
1476,45059-Laurens 4,318,120,448
1477,45059-Laurens 5,414,678,1111
1478,45059-Laurens 6,257,630,896
1479,45059-Long Branch,155,775,941
1480,45059-Lydia Mill,423,361,791
1481,45059-Maddens,211,681,899
1482,45059-Martins-Poplar Springs,80,457,545
1483,45059-Mount Olive,91,729,830
1484,45059-Mountville,138,301,443
1485,45059-Ora-Lanford,215,487,707
1486,45059-Owings,138,411,557
1487,45059-Trinity Ridge,342,731,1080
1488,45059-Waterloo,368,913,1292
1489,45059-Wattsville,218,617,845
1490,45059-Youngs,158,796,959
1491,45061-Ashland/Stokes Bridge,72,250,325
1492,45061-Ashwood,126,304,440
1493,45061-Bishopville No. 1,348,72,444
1494,45061-Bishopville No. 2,336,90,461
1495,45061-Bishopville No. 3,289,267,627
1496,45061-Bishopville No. 4,443,147,640
1497,45061-Cedar Creek,87,145,247
1498,45061-Cypress,233,142,402
1499,45061-Elliott,254,49,337
1500,45061-Hickory Hill,113,139,269
1501,45061-Ionia,186,291,506
1502,45061-Lynchburg,317,84,409
1503,45061-Manville,274,109,391
1504,45061-Mt. Clio,123,37,171
1505,45061-Rattlesnake Springs,92,144,247
1506,45061-Schrocks Mill/Lucknow,135,191,346
1507,45061-South Lynchburg,149,80,244
1508,45061-Spring Hill,308,152,488
1509,45061-St. Charles,424,195,660
1510,45061-St. Matthews,35,89,135
1511,45061-Turkey Creek,51,59,121
1512,45061-Woodrow,107,41,162
1513,45063-Amicks Ferry,779,2527,3345
1514,45063-Barr Road #2,910,2021,2977
1515,45063-Barr Road 1,274,831,1119
1516,45063-Batesburg,543,603,1167
1517,45063-Beulah Church,373,2025,2423
1518,45063-Boiling Springs,525,1501,2044
1519,45063-Boiling Springs South,150,887,1048
1520,45063-Bush River,545,625,1188
1521,45063-Carolina Springs,543,1046,1622
1522,45063-Cayce 2A,377,514,906
1523,45063-Cayce Ward No.1,579,486,1087
1524,45063-Cayce Ward No.2,572,420,1017
1525,45063-Cayce Ward No.3,214,306,541
1526,45063-Cedarcrest,562,871,1449
1527,45063-Chalk Hill,1336,589,1949
1528,45063-Challedon,644,399,1059
1529,45063-Chapin,692,1857,2579
1530,45063-Coldstream,657,751,1431
1531,45063-Congaree #2,267,541,819
1532,45063-Congaree 1,269,885,1170
1533,45063-Cromer,322,716,1051
1534,45063-Dreher Island,237,1199,1445
1535,45063-Dutchman Shores,649,2238,2923
1536,45063-Edenwood,637,1009,1672
1537,45063-Edmund #2,281,1077,1370
1538,45063-Edmund 1,248,624,885
1539,45063-Emmanuel Church,455,1038,1516
1540,45063-Fairview,191,812,1013
1541,45063-Faith Church,390,641,1046
1542,45063-Gardendale,577,379,973
1543,45063-Gaston #2,269,717,1006
1544,45063-Gaston 1,150,691,856
1545,45063-Gilbert,331,1541,1889
1546,45063-Grenadier,664,449,1130
1547,45063-Hollow Creek,496,1935,2450
1548,45063-Hook's Store,572,728,1319
1549,45063-Irmo,869,791,1685
1550,45063-Kitti Wake,410,796,1223
1551,45063-Lake Murray #2,806,2218,3066
1552,45063-Lake Murray 1,416,1411,1852
1553,45063-Leaphart Road,340,393,744
1554,45063-Leesville,512,1147,1690
1555,45063-Lexington No. 1,775,1452,2256
1556,45063-Lexington No. 2,580,923,1528
1557,45063-Lexington No. 3,768,1848,2654
1558,45063-Lexington No. 4,825,1428,2278
1559,45063-Lincreek,801,1031,1863
1560,45063-Mack-Edisto,111,523,639
1561,45063-Midway,306,802,1130
1562,45063-Mims,193,813,1017
1563,45063-Mount Horeb,537,1669,2229
1564,45063-Mt. Hebron,403,635,1060
1565,45063-Murraywood,713,850,1595
1566,45063-Oakwood,739,1523,2311
1567,45063-Old Barnwell Rd,506,816,1344
1568,45063-Old Lexington,651,1941,2632
1569,45063-Park Road #1,561,1189,1782
1570,45063-Park Road #2,302,753,1062
1571,45063-Pelion #2,195,894,1101
1572,45063-Pelion 1,145,792,946
1573,45063-Pilgrim Church,600,1425,2071
1574,45063-Pine Ridge 1,294,655,960
1575,45063-Pineridge #2,512,1018,1553
1576,45063-Pineview,421,911,1357
1577,45063-Platt Springs 1,248,740,1002
1578,45063-Platt Springs 2,1245,1509,2799
1579,45063-Pond Branch,260,1298,1575
1580,45063-Providence Church,522,1613,2158
1581,45063-Quail Hollow,606,928,1553
1582,45063-Quail Valley,759,758,1543
1583,45063-Red Bank,1051,2129,3221
1584,45063-Red Bank South #2,472,925,1412
1585,45063-Red Bank South 1,355,1085,1460
1586,45063-Ridge Road,306,1654,1983
1587,45063-River Bluff,849,1761,2673
1588,45063-Round Hill,840,2253,3134
1589,45063-Saluda River,589,618,1234
1590,45063-Sandhill,352,684,1045
1591,45063-Sandy Run,237,518,760
1592,45063-Seven Oaks,605,506,1141
1593,45063-Sharpe's Hill,338,967,1320
1594,45063-Springdale,501,1095,1622
1595,45063-Springdale South,170,285,460
1596,45063-St Davids,658,1332,2010
1597,45063-St. Michael,610,1341,1970
1598,45063-Summit,203,849,1064
1599,45063-Swansea #2,320,689,1020
1600,45063-Swansea 1,327,506,849
1601,45063-West Columbia No. 1,374,294,685
1602,45063-West Columbia No. 2,243,73,324
1603,45063-West Columbia No. 3,292,313,622
1604,45063-West Columbia No. 4,451,582,1048
1605,45063-Westover,464,786,1274
1606,45063-White Knoll,598,1418,2043
1607,45063-Whitehall,800,812,1646
1608,45063-Woodland Hills,491,311,818
1609,45065-Bethany,171,67,240
1610,45065-Clark's Hill,163,221,386
1611,45065-Mccormick No. 1,485,340,840
1612,45065-Mccormick No. 2,354,183,550
1613,45065-Modoc,24,209,234
1614,45065-Monticello,193,489,688
1615,45065-Mt. Carmel,96,30,130
1616,45065-Parksville,26,137,165
1617,45065-Plum Branch,300,296,602
1618,45065-Savannah,609,1505,2136
1619,45065-Willington,89,85,176
1620,45067-Britton's Neck,553,373,938
1621,45067-Centenary,562,316,889
1622,45067-Friendship,138,76,215
1623,45067-Marion No. 1,459,215,682
1624,45067-Marion No. 2,425,527,968
1625,45067-Marion North,495,512,1019
1626,45067-Marion South,1124,482,1627
1627,45067-Marion West,326,493,827
1628,45067-N East Mullins,703,521,1242
1629,45067-N West Mullins,547,301,857
1630,45067-Nichols,138,313,452
1631,45067-Rains,289,197,496
1632,45067-S East Mullins,281,671,968
1633,45067-S West Mullins,546,461,1012
1634,45067-Sellers,92,49,142
1635,45067-Temperance,406,238,655
1636,45067-Zion,188,151,345
1637,45069-Adamsville,111,190,304
1638,45069-Blenheim,86,112,204
1639,45069-Brightsville,209,241,452
1640,45069-Brownsville,74,166,242
1641,45069-Clio,561,322,895
1642,45069-East Bennettsville,557,330,899
1643,45069-East Mccoll,99,396,501
1644,45069-Mccoll,270,470,744
1645,45069-N Bennettsville,896,804,1724
1646,45069-Quicks X Roads,317,289,612
1647,45069-Red Hill,345,466,819
1648,45069-S Bennettsville,410,61,477
1649,45069-Tatum,121,141,266
1650,45069-W Bennettsville,734,335,1088
1651,45069-Wallace,306,529,839
1652,45071-Beth - Eden,145,291,445
1653,45071-Bush River,55,210,265
1654,45071-Chappells,174,438,618
1655,45071-Consolidated Number 5,207,652,874
1656,45071-Fairview,344,1333,1691
1657,45071-Hartford,258,480,745
1658,45071-Helena,364,124,491
1659,45071-Johnstone,98,277,382
1660,45071-Kinards-Jalapa,89,276,368
1661,45071-Little Mountain,265,914,1195
1662,45071-Maybinton,31,17,49
1663,45071-Mt. Bethel-Garmany,407,435,857
1664,45071-Newberry Ward 1,130,126,258
1665,45071-Newberry Ward 2,259,428,696
1666,45071-Newberry Ward 3,265,252,532
1667,45071-Newberry Ward 4,222,49,273
1668,45071-Newberry Ward 5,217,37,259
1669,45071-Newberry Ward 6,350,405,770
1670,45071-O'neal,282,1101,1395
1671,45071-Oakland,240,103,346
1672,45071-Peak,24,78,102
1673,45071-Pomaria,90,401,500
1674,45071-Prosperity City,240,347,596
1675,45071-Prosperity Outside,206,517,735
1676,45071-Silverstreet,164,410,579
1677,45071-St Phillips-Jolly Street,273,595,873
1678,45071-Stoney Hill,102,597,703
1679,45071-Wheeland,54,361,419
1680,45071-Whitmire City,138,391,534
1681,45071-Whitmire Outside,144,420,572
1682,45073-Walhalla 2,384,1582,1993
1683,45073-Long Creek,130,230,369
1684,45073-Westminster 2,215,1210,1439
1685,45073-Mountain Rest,192,694,893
1686,45073-Walhalla 1,566,2338,2934
1687,45073-Westminster 1,359,1986,2376
1688,45073-Oakway,158,945,1116
1689,45073-Tokeena-Providence,170,816,996
1690,45073-South Union,295,1093,1402
1691,45073-Return,91,547,642
1692,45073-Fair Play,147,759,911
1693,45073-Earles Grove,89,633,727
1694,45073-Richland,160,741,914
1695,45073-Salem,367,1513,1902
1696,45073-Keowee,384,1631,2033
1697,45073-West Union,342,1361,1716
1698,45073-New Hope,577,1900,2502
1699,45073-Stamp Creek,876,1572,2480
1700,45073-Bountyland,352,1012,1380
1701,45073-Seneca 1,829,1100,1959
1702,45073-Friendship,319,1170,1510
1703,45073-Shiloh,332,567,909
1704,45073-Ravenel,671,1167,1881
1705,45073-Seneca 2,539,1028,1592
1706,45073-Seneca 4,737,1109,1877
1707,45073-Newry-Corinth,57,183,240
1708,45073-Seneca 3,295,883,1188
1709,45073-Utica,163,333,504
1710,45073-Tamassee,121,890,1023
1711,45073-Madison,43,421,470
1712,45073-Holly Springs,11,284,296
1713,45075-Bethel,280,153,441
1714,45075-Bolentown,329,462,796
1715,45075-Bowman 1,606,294,905
1716,45075-Bowman 2,279,269,555
1717,45075-Branchville 1,262,443,710
1718,45075-Branchville 2,109,209,321
1719,45075-Brookdale,883,41,935
1720,45075-Cope,149,324,480
1721,45075-Cordova 1,415,525,947
1722,45075-Cordova 2,500,351,856
1723,45075-Edisto,171,550,732
1724,45075-Elloree 1,309,332,647
1725,45075-Elloree 2,328,120,452
1726,45075-Eutawville 1,398,633,1045
1727,45075-Eutawville 2,901,274,1182
1728,45075-Four Holes,97,281,381
1729,45075-Holly Hill 1,687,565,1262
1730,45075-Holly Hill 2,896,227,1134
1731,45075-Jamison,870,333,1216
1732,45075-Limestone 1,715,315,1045
1733,45075-Limestone 2,762,345,1119
1734,45075-Neeses-Livingston,208,528,742
1735,45075-Nix,590,34,632
1736,45075-North 1,399,405,812
1737,45075-North 2,369,528,900
1738,45075-Norway,442,380,830
1739,45075-Orangeburg Ward 1,259,144,409
1740,45075-Orangeburg Ward 10,433,169,611
1741,45075-Orangeburg Ward 2,206,26,237
1742,45075-Orangeburg Ward 3,429,24,457
1743,45075-Orangeburg Ward 4,265,13,283
1744,45075-Orangeburg Ward 5,223,24,250
1745,45075-Orangeburg Ward 6,285,85,378
1746,45075-Orangeburg Ward 7,374,162,543
1747,45075-Orangeburg Ward 8,262,161,427
1748,45075-Orangeburg Ward 9,264,73,342
1749,45075-Pinehill,380,325,713
1750,45075-Providence,477,221,704
1751,45075-Rowesville,185,197,385
1752,45075-Santee 1,457,713,1182
1753,45075-Santee 2,662,63,737
1754,45075-Springfield,404,403,816
1755,45075-Suburban 1,264,15,281
1756,45075-Suburban 2,311,11,324
1757,45075-Suburban 3,694,98,805
1758,45075-Suburban 4,126,61,189
1759,45075-Suburban 5,518,159,680
1760,45075-Suburban 6,249,233,485
1761,45075-Suburban 7,818,673,1509
1762,45075-Suburban 8,364,227,601
1763,45075-Suburban 9,682,139,832
1764,45075-Vance,702,315,1023
1765,45075-Whittaker,568,90,668
1766,45077-Abel,314,209,534
1767,45077-Albert R. Lewis,143,991,1140
1768,45077-Arial Mill,135,644,791
1769,45077-Brushy Creek,388,1064,1471
1770,45077-Calhoun,311,289,613
1771,45077-Cedar Rock,150,862,1024
1772,45077-Clemson,801,927,1768
1773,45077-Crescent Hill,132,889,1031
1774,45077-Crestview,265,984,1262
1775,45077-Crossroads,155,936,1106
1776,45077-Crosswell,189,931,1133
1777,45077-Dacusville,119,777,899
1778,45077-Easley,258,627,898
1779,45077-East Liberty,148,670,835
1780,45077-East Pickens,109,850,972
1781,45077-Flat Rock,159,871,1042
1782,45077-Forest Acres,221,624,862
1783,45077-Fruit Mountain,123,509,637
1784,45077-Georges Creek,192,631,835
1785,45077-Glassy Mountain,106,867,983
1786,45077-Griffin,141,1097,1246
1787,45077-Holly Springs,280,1093,1390
1788,45077-Issaqueena,308,289,619
1789,45077-Lawrence Chapel,252,750,1017
1790,45077-Lenhardt,337,1065,1426
1791,45077-McAlister,178,630,815
1792,45077-McKissick,219,633,865
1793,45077-Morrison,391,430,848
1794,45077-Mountain View,401,1346,1767
1795,45077-Nine Forks,132,1036,1179
1796,45077-Norris,136,794,937
1797,45077-North Central,280,647,953
1798,45077-North Liberty,149,699,861
1799,45077-North Pickens,172,936,1119
1800,45077-Pendleton,111,765,886
1801,45077-Pickensville,276,616,914
1802,45077-Pike,311,439,771
1803,45077-Pope Field,324,741,1084
1804,45077-Praters Creek,69,732,810
1805,45077-Pumpkintown,231,1132,1375
1806,45077-Rices Creek,149,846,1002
1807,45077-Rock Springs,302,786,1103
1808,45077-Saluda,187,662,851
1809,45077-Sheffield,235,892,1139
1810,45077-Simpson,308,407,725
1811,45077-Sitton,294,826,1130
1812,45077-Six Mile,154,1100,1268
1813,45077-Six Mile Mountain,194,1082,1291
1814,45077-Skelton,103,792,912
1815,45077-Smith Grove,130,549,682
1816,45077-South Central,296,495,806
1817,45077-South Pickens,246,647,907
1818,45077-Stone Church,471,428,933
1819,45077-Tri County,97,351,449
1820,45077-University,189,198,397
1821,45077-Vinland,137,701,844
1822,45077-West Central,289,334,635
1823,45077-West Liberty,155,917,1086
1824,45077-West Pickens,180,941,1136
1825,45077-Woodside,452,861,1329
1826,45077-Zion,149,661,818
1827,45079-Arcadia,672,407,1110
1828,45079-Ardincaple,237,20,259
1829,45079-Ballentine 1,485,752,1253
1830,45079-Ballentine 2,552,1115,1687
1831,45079-Beatty Road,298,66,369
1832,45079-Bluff,1067,76,1170
1833,45079-Blythewood 1,824,1036,1891
1834,45079-Blythewood 2,1051,977,2050
1835,45079-Blythewood 3,1818,820,2670
1836,45079-Bookman,1528,733,2293
1837,45079-Brandon 1,931,302,1259
1838,45079-Brandon 2,880,180,1083
1839,45079-Briarwood,1202,318,1542
1840,45079-Bridge Creek,1252,314,1606
1841,45079-Caughman Road,1084,321,1428
1842,45079-College Place,707,44,771
1843,45079-Cooper,434,476,923
1844,45079-Dennyside,373,256,650
1845,45079-Dentsville,1037,115,1167
1846,45079-Dutch Fork 1,399,776,1190
1847,45079-Dutch Fork 2,628,640,1292
1848,45079-Dutch Fork 3,758,1224,2021
1849,45079-Dutch Fork 4,611,735,1371
1850,45079-East Forest Acres,493,631,1146
1851,45079-Eastover,644,94,752
1852,45079-Edgewood,700,47,754
1853,45079-Estates,955,518,1506
1854,45079-Fairlawn,1619,329,1988
1855,45079-Fairwold,467,23,494
1856,45079-Friarsgate 1,701,553,1280
1857,45079-Friarsgate 2,578,489,1084
1858,45079-Gadsden,826,78,919
1859,45079-Garners,361,245,618
1860,45079-Greenview,939,41,989
1861,45079-Gregg Park,755,472,1243
1862,45079-Hampton,718,314,1068
1863,45079-Harbison 1,985,366,1377
1864,45079-Harbison 2,686,284,981
1865,45079-Hopkins 1,770,131,919
1866,45079-Hopkins 2,1045,187,1252
1867,45079-Horrell Hill,873,711,1604
1868,45079-Hunting Creek,260,171,438
1869,45079-Keels 1,1021,131,1169
1870,45079-Keels 2,758,82,854
1871,45079-Keenan,854,315,1192
1872,45079-Kelly Mill,1268,698,1997
1873,45079-Killian,1827,495,2364
1874,45079-Kingswood,1443,236,1720
1875,45079-Lake Carolina,1762,907,2716
1876,45079-Lincolnshire,1001,49,1069
1877,45079-Longcreek,3014,1737,4823
1878,45079-Longleaf,1033,144,1186
1879,45079-Lykesland,1025,337,1382
1880,45079-Mallet Hill,1205,511,1748
1881,45079-McEntire,375,220,601
1882,45079-Meadowfield,669,601,1295
1883,45079-Meadowlake,1076,66,1167
1884,45079-Midway,1266,207,1514
1885,45079-Mill Creek,739,203,953
1886,45079-Monticello,715,510,1247
1887,45079-North Forest Acres,554,372,945
1888,45079-North Springs 1,699,351,1068
1889,45079-North Springs 2,1388,658,2087
1890,45079-North Springs 3,1190,258,1474
1891,45079-Oak Pointe 1,558,481,1055
1892,45079-Oak Pointe 2,285,292,588
1893,45079-Oak Pointe 3,457,343,812
1894,45079-Oakwood,402,330,751
1895,45079-Old Friarsgate,573,386,971
1896,45079-Olympia,615,275,906
1897,45079-Parkridge 1,391,295,694
1898,45079-Parkridge 2,312,187,507
1899,45079-Parkway 1,1240,275,1541
1900,45079-Parkway 2,1261,348,1639
1901,45079-Parkway 3,1212,133,1362
1902,45079-Pennington 1,286,546,848
1903,45079-Pennington 2,623,528,1171
1904,45079-Pine Grove,747,118,878
1905,45079-Pine Lakes 1,810,84,906
1906,45079-Pine Lakes 2,1044,133,1201
1907,45079-Pinewood,1227,223,1476
1908,45079-Polo Road,1248,358,1644
1909,45079-Pontiac 1,1829,924,2806
1910,45079-Pontiac 2,2241,1020,3318
1911,45079-Rice Creek 1,1048,173,1239
1912,45079-Rice Creek 2,1617,402,2056
1913,45079-Ridge View 1,1541,419,2000
1914,45079-Ridge View 2,1709,477,2225
1915,45079-Ridgewood,347,17,379
1916,45079-Riverside,438,132,588
1917,45079-Riversprings 1,337,569,917
1918,45079-Riversprings 2,601,476,1096
1919,45079-Riversprings 3,562,671,1251
1920,45079-Riverwalk,1305,771,2116
1921,45079-Round Top,334,186,530
1922,45079-Sandlapper,1801,389,2219
1923,45079-Satchelford,491,581,1088
1924,45079-Skyland,412,123,551
1925,45079-South Beltline,577,250,843
1926,45079-South Forest Acres,562,630,1218
1927,45079-Spring Hill,564,2010,2615
1928,45079-Spring Valley,1345,698,2076
1929,45079-Spring Valley West,1412,376,1825
1930,45079-Springville 1,486,1220,1732
1931,45079-Springville 2,418,1178,1613
1932,45079-St. Andrews,542,184,738
1933,45079-Trenholm Road,381,393,789
1934,45079-Trinity,770,340,1125
1935,45079-Valhalla,840,646,1517
1936,45079-Valley State Park,1995,309,2341
1937,45079-Walden,459,103,571
1938,45079-Ward 1,495,207,729
1939,45079-Ward 10,674,337,1037
1940,45079-Ward 11,574,205,797
1941,45079-Ward 12,710,341,1077
1942,45079-Ward 13,1038,468,1534
1943,45079-Ward 14,804,411,1242
1944,45079-Ward 15,463,342,829
1945,45079-Ward 16,485,624,1122
1946,45079-Ward 17,673,630,1333
1947,45079-Ward 18,523,120,667
1948,45079-Ward 19,504,33,547
1949,45079-Ward 2,251,71,330
1950,45079-Ward 20,869,201,1106
1951,45079-Ward 21,761,58,834
1952,45079-Ward 22,723,53,798
1953,45079-Ward 23,467,247,732
1954,45079-Ward 24,382,456,850
1955,45079-Ward 25,435,835,1298
1956,45079-Ward 26,520,293,831
1957,45079-Ward 29,643,66,721
1958,45079-Ward 3,686,231,943
1959,45079-Ward 30,472,223,708
1960,45079-Ward 31,438,30,476
1961,45079-Ward 32,444,24,477
1962,45079-Ward 33,388,113,514
1963,45079-Ward 34,488,316,813
1964,45079-Ward 4,864,306,1194
1965,45079-Ward 5,307,230,550
1966,45079-Ward 6,628,321,971
1967,45079-Ward 7,457,20,491
1968,45079-Ward 8,116,4,123
1969,45079-Ward 9,358,20,391
1970,45079-Webber,510,244,764
1971,45079-Westminster,609,128,747
1972,45079-Whitewell,583,96,703
1973,45079-Wildewood,1181,927,2142
1974,45079-Woodfield,1098,342,1464
1975,45079-Woodlands,919,892,1847
1976,45081-Centennial,56,312,374
1977,45081-Fruit Hill,348,463,823
1978,45081-Higgins-Zoar,159,261,423
1979,45081-Holly,147,1048,1204
1980,45081-Hollywood,108,928,1053
1981,45081-Holstons,221,462,687
1982,45081-Pleasant Grove,120,637,773
1983,45081-Richland,66,369,441
1984,45081-Ridge Spring-Monetta,259,271,533
1985,45081-Saluda No. 1,406,326,744
1986,45081-Saluda No. 2,284,414,710
1987,45081-Sardis,106,709,822
1988,45081-Ward,174,251,426
1989,45083-Abner Creek Baptist,718,1717,2461
1990,45083-Airport,246,229,484
1991,45083-Anderson Mill Baptist,547,1017,1586
1992,45083-Anderson Mill Elementary,870,859,1761
1993,45083-Apalache Baptist,687,1723,2446
1994,45083-Arcadia Elementary,258,270,535
1995,45083-Beacon,449,117,573
1996,45083-Beech Springs Intermediate,453,974,1444
1997,45083-Ben Avon Methodist,367,726,1114
1998,45083-Bethany Wesleyan,292,966,1266
1999,45083-Blackstock,853,1175,2055
2000,45083-Boiling Springs 9th Grade,598,1126,1747
2001,45083-Boiling Springs Elementary,529,1184,1733
2002,45083-Boiling Springs High School,429,1144,1586
2003,45083-Boling Springs Jr. High,447,1259,1722
2004,45083-Broome High School,185,425,616
2005,45083-C.C. Woodson Recreation,661,86,752
2006,45083-Canaan,295,612,915
2007,45083-Cannons Elementary,436,726,1171
2008,45083-Carlisle Fosters Grove,423,1804,2244
2009,45083-Carlisle Wesleyan,228,1097,1339
2010,45083-Cavins Hobbysville,112,742,860
2011,45083-Chapman High School,388,900,1316
2012,45083-Cherokee Springs Fire Station,265,1053,1341
2013,45083-Chesnee Elementary,474,1619,2106
2014,45083-Chestnut Lake,493,946,1453
2015,45083-Clifton Glendale,197,880,1086
2016,45083-Converse,221,219,449
2017,45083-Converse Fire Station,231,569,808
2018,45083-Cooley Springs Baptist,351,1683,2063
2019,45083-Cornerstone Baptist,655,363,1041
2020,45083-Cowpens,226,967,1208
2021,45083-Croft Baptist,367,363,737
2022,45083-Cross Anchor Fire Station,110,503,617
2023,45083-Cudd Memorial,382,477,866
2024,45083-D. R. Hill Middle School,507,1567,2097
2025,45083-Daniel Morgan Technology Center,372,628,1013
2026,45083-Drayton,444,424,877
2027,45083-Duncan United Methodist,448,656,1114
2028,45083-E.P. Todd Elementary,930,884,1832
2029,45083-Eastside Baptist,514,647,1174
2030,45083-Enoree First Baptist,162,853,1027
2031,45083-Enoree River,214,1102,1324
2032,45083-Fairforest Elementary,296,899,1206
2033,45083-Fairgrounds,608,145,766
2034,45083-Gable Middle School,743,1898,2672
2035,45083-Gramling Methodist,189,1149,1351
2036,45083-Greater St. James,492,1322,1831
2037,45083-Hanging Rock,492,1065,1575
2038,45083-Hayne,309,347,668
2039,45083-Hearon Circle,490,289,786
2040,45083-Hendrix Elementary,671,1033,1731
2041,45083-Holly Springs Baptist,154,1126,1290
2042,45083-Holly Springs Motlow,261,1605,1880
2043,45083-Holy Communion,790,500,1305
2044,45083-Hope,358,418,787
2045,45083-Inman,432,1019,1471
2046,45083-Jesse Bobo Elementary,671,286,975
2047,45083-Jesse Boyd Elementary,496,389,897
2048,45083-Lake Bowen Baptist,351,1459,1828
2049,45083-Lake Cooley,267,991,1267
2050,45083-Landrum,276,932,1227
2051,45083-Landrum High School,397,1809,2220
2052,45083-Landrum United Methodist,306,964,1277
2053,45083-Lyman,1025,2515,3596
2054,45083-Lyman Elementary,349,1424,1787
2055,45083-Mayo Elementary,171,1289,1466
2056,45083-McCracken Middle School,762,857,1656
2057,45083-Middle Tyger,462,740,1223
2058,45083-Moore Duncan,486,769,1269
2059,45083-Morningside,545,893,1451
2060,45083-Motlow Creek Baptist,119,892,1019
2061,45083-Mt Calvary Presbyterian,293,2051,2362
2062,45083-Mt. Moriah Baptist,690,202,908
2063,45083-New Prospect,278,1548,1844
2064,45083-Oakland Elementary,320,1265,1598
2065,45083-Old Bridge,373,41,424
2066,45083-Pacolet Elementary School,371,1223,1611
2067,45083-Palmetto,222,581,809
2068,45083-Pauline Glenn Springs Elementary,119,759,888
2069,45083-Peach Blossom,510,806,1327
2070,45083-Pelham Fire Station,806,1406,2264
2071,45083-Poplar Springs Fire Station,668,1476,2181
2072,45083-Powell Saxon Una,528,260,801
2073,45083-R.D. Anderson Vocational,246,1128,1389
2074,45083-Rainbow,337,1554,1906
2075,45083-Reidville Elementary,642,1544,2208
2076,45083-Reidville Fire Station,544,1027,1586
2077,45083-River Ridge Elementary,335,755,1109
2078,45083-Roebuck Bethlehem,650,775,1439
2079,45083-Roebuck Elementary,1007,1050,2087
2080,45083-Shoally,548,964,1525
2081,45083-Silverhill Memorial UMC,626,227,868
2082,45083-Southport,252,401,663
2083,45083-Spartangreen,516,766,1296
2084,45083-St. John's Lutheran,439,676,1136
2085,45083-Startex Fire Station,286,313,606
2086,45083-Swofford Career Center,202,888,1095
2087,45083-Travelers Rest Baptist,551,809,1387
2088,45083-Trinity Methodist,658,634,1320
2089,45083-Trinity Presbyterian,641,948,1608
2090,45083-Two Mile Creek,699,1482,2202
2091,45083-Tyger River,508,1237,1766
2092,45083-Valley Falls,771,1614,2417
2093,45083-Victor Mill Methodist,475,765,1253
2094,45083-Wade Hampton,444,176,642
2095,45083-Wellford,804,1287,2116
2096,45083-West View Elementary,580,1105,1709
2097,45083-Whitlock Jr. High,207,428,644
2098,45083-Willow Creek,287,961,1263
2099,45083-Woodland Heights Recreation Center,670,495,1183
2100,45083-Woodruff Leisure Center,273,780,1063
2101,45085-Bates,338,9,354
2102,45085-Birnie,471,53,531
2103,45085-Burns-Downs,227,375,608
2104,45085-Causeway Branch 1,458,649,1123
2105,45085-Causeway Branch 2,315,426,745
2106,45085-Cherryvale,193,124,323
2107,45085-Crosswell,540,161,715
2108,45085-Dalzell 1,499,582,1092
2109,45085-Dalzell 2,390,355,752
2110,45085-Delaine,664,214,886
2111,45085-Ebenezer 1,483,410,907
